StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q11,Q12,Q12_4_TEXT,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q15,Q15_8_TEXT,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q17,Q18
2021-11-09 19:56:01,2021-11-09 19:58:11,IP Address,97.93.228.221,100,130,True,2021-11-09 19:58:11,R_1CBgN3pYFQzv7y8,,,,,32.9073944091796875,-97.42569732666015625,anonymous,EN,25-30,Female,High school graduate or equivalent (GED),Below 50k,Employed full-time,Neither,Yes,No,No,7 - Extremely familiar,6 - Very familiar,6 - Very familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles)","Virtual Reality,Augmented Reality,Mixed Reality",,1 - Not effective at all,Effective,Very Effective,Extremely effective,Slightly effective,Slightly effective,Moderately effective,Slightly effective,Slightly effective,Effective,Effective,Very Effective,Frequent,Frequent,Moderately frequent,Extremely frequent,Extremely frequent,Slightly frequent,Moderately frequent,"Facebook / Instagram,Google Search,YouTube",,Prefer a moderate amount,Prefer a lot,Prefer a moderate amount,Prefer a lot,Prefer a moderate amount,Prefer a lot,Yes,60fed7f04d0e72ad0fe14b31
2021-11-09 19:58:56,2021-11-09 20:01:39,IP Address,99.42.59.133,100,163,True,2021-11-09 20:01:39,R_2bOtEox5bp8fgZX,,,,,36.28619384765625,-95.82270050048828125,anonymous,EN,31-40,Female,Bachelor’s degree or equivalent,$50k - $100k,Self-Employed,Neither,No,No,Yes,1- Not familiar at all,1- Not familiar at all,1- Not familiar at all,,,,Slightly effective,Extremely effective,Extremely effective,Extremely effective,Very Effective,Very Effective,7 - Most Effective,Slightly effective,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not frequent at all,Extremely frequent,1 - Not frequent at all,7 - Most frequent,Extremely frequent,Extremely frequent,1 - Not frequent at all,"Facebook / Instagram,Google Search,YouTube,Blog (e.g., Medium)",,Prefer a great deal,Prefer a moderate amount,Do not prefer,Prefer a moderate amount,Do not prefer,Prefer a lot,Yes,5dd8ad4d51db1c8655babbd1
2021-11-09 20:00:00,2021-11-09 20:02:50,IP Address,73.116.47.152,100,169,True,2021-11-09 20:02:50,R_2Y36qUuMRUDxZHF,,,,,38.6414947509765625,-121.5113983154296875,anonymous,EN,57-66,Female,Bachelor’s degree or equivalent,Below 50k,Self-Employed,White collar,Yes,No,No,2 - Slightly familiar,1- Not familiar at all,1- Not familiar at all,,,,1 - Not effective at all,Moderately effective,7 - Most Effective,Moderately effective,Effective,Very Effective,Very Effective,1 - Not effective at all,Slightly effective,Slightly effective,1 - Not effective at all,Slightly effective,1 - Not frequent at all,Slightly frequent,Slightly frequent,7 - Most frequent,Moderately frequent,Moderately frequent,Slightly frequent,"Facebook / Instagram,Twitter,Google Search,YouTube,Blog (e.g., Medium)",,Prefer a great deal,Prefer a great deal,Do not prefer,Do not prefer,Do not prefer,Prefer slightly,No,
2021-11-09 20:00:30,2021-11-09 20:04:28,IP Address,104.54.200.135,100,237,True,2021-11-09 20:04:28,R_pzssXGAcRBBqOiJ,,,,,30.5045013427734375,-97.82089996337890625,anonymous,EN,41-56,Male,Bachelor’s degree or equivalent,$50k - $100k,Employed full-time,White collar,No,No,No,5 - Familiar,5 - Familiar,5 - Familiar,"Pokemon Go,Standalone VR (e.g., Pico Neo, VIVE Focus, Oculus Go),Smartphone VR",Virtual Reality,,Slightly effective,Slightly effective,Extremely effective,Very Effective,Extremely effective,Very Effective,Slightly effective,Slightly effective,Effective,Very Effective,Moderately effective,Moderately effective,1 - Not frequent at all,Slightly frequent,1 - Not frequent at all,Extremely frequent,Very frequent,Moderately frequent,Moderately frequent,"LinkedIn,Facebook / Instagram,Twitter,Google Search,YouTube,Blog (e.g., Medium),Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a great deal,Prefer a lot,Prefer slightly,Prefer slightly,Prefer slightly,Prefer a lot,Yes,6130e3db169db34eb3cde8cc
2021-11-09 20:02:24,2021-11-09 20:05:12,IP Address,75.9.73.232,100,167,True,2021-11-09 20:05:12,R_2CQfKDo4V9YVebk,,,,,43.0475006103515625,-87.89640045166015625,anonymous,EN,25-30,Female,Graduate degree or higher,$151k - $200k,Employed full-time,White collar,No,No,No,5 - Familiar,3 - Somewhat familiar,3 - Somewhat familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Smartphone VR",,,Slightly effective,1 - Not effective at all,7 - Most Effective,Very Effective,Very Effective,Slightly effective,1 - Not effective at all,1 - Not effective at all,Slightly effective,Very Effective,Effective,Extremely effective,1 - Not frequent at all,1 - Not frequent at all,1 - Not frequent at all,Frequent,1 - Not frequent at all,1 - Not frequent at all,Extremely frequent,"LinkedIn,Facebook / Instagram,Google Search,Blog (e.g., Medium),Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a lot,Prefer a great deal,Prefer slightly,Do not prefer,Prefer slightly,Do not prefer,Yes,611dc549bf9924e5ca709318
2021-11-09 20:01:54,2021-11-09 20:05:38,IP Address,165.225.63.62,100,224,True,2021-11-09 20:05:38,R_tKtZsYl5VOerWcp,,,,,42.062896728515625,-87.98130035400390625,anonymous,EN,31-40,Male,High school graduate or equivalent (GED),$50k - $100k,Employed full-time,White collar,Yes,No,No,6 - Very familiar,1- Not familiar at all,3 - Somewhat familiar,"Tethered VR (e.g., Oculus Rift, HTC VIVE Pro),Standalone VR (e.g., Pico Neo, VIVE Focus, Oculus Go),Smartphone VR",Mixed Reality,,Slightly effective,1 - Not effective at all,Slightly effective,Moderately effective,Moderately effective,Effective,Slightly effective,1 - Not effective at all,Moderately effective,1 - Not effective at all,1 - Not effective at all,Slightly effective,Slightly frequent,Moderately frequent,Very frequent,Extremely frequent,Extremely frequent,Frequent,Slightly frequent,"LinkedIn,Twitter,Google Search,YouTube,Blog (e.g., Medium)",,Prefer a moderate amount,Prefer a great deal,Do not prefer,Prefer slightly,Do not prefer,Prefer a lot,Yes,6156fa2309fd32e6b7d11075
2021-11-09 20:08:11,2021-11-09 20:10:48,IP Address,45.49.3.243,100,157,True,2021-11-09 20:10:48,R_3EAXyUXOyFraisk,,,,,34.1060028076171875,-118.3607025146484375,anonymous,EN,41-56,Female,Bachelor’s degree or equivalent,$50k - $100k,Employed full-time,White collar,No,No,No,5 - Familiar,3 - Somewhat familiar,3 - Somewhat familiar,,,,Extremely effective,Moderately effective,1 - Not effective at all,1 - Not effective at all,Effective,7 - Most Effective,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,Extremely effective,1 - Not frequent at all,1 - Not frequent at all,Slightly frequent,Very frequent,1 - Not frequent at all,1 - Not frequent at all,Very frequent,"Google Search,Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a lot,Do not prefer,Do not prefer,Prefer a lot,Prefer a lot,Prefer a lot,No,
2021-11-09 20:09:07,2021-11-09 20:17:00,IP Address,98.144.15.192,100,472,True,2021-11-09 20:17:00,R_1FmnXi5lLjjaRhX,,,,,42.989593505859375,-88.0876007080078125,anonymous,EN,25-30,Female,Bachelor’s degree or equivalent,$50k - $100k,Employed full-time,Neither,Yes,No,No,4 - Moderately familiar,3 - Somewhat familiar,3 - Somewhat familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Pokemon Go","Virtual Reality,Augmented Reality",,Extremely effective,Effective,7 - Most Effective,7 - Most Effective,7 - Most Effective,7 - Most Effective,7 - Most Effective,1 - Not effective at all,Moderately effective,Moderately effective,7 - Most Effective,Extremely effective,Moderately frequent,7 - Most frequent,7 - Most frequent,7 - Most frequent,7 - Most frequent,Very frequent,Very frequent,"LinkedIn,Twitter,Google Search,YouTube,Blog (e.g., Medium),Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a lot,Prefer a great deal,Prefer a moderate amount,Prefer a lot,Prefer slightly,Prefer a moderate amount,Yes,6121be9a77c602b1d877d7f0
2021-11-09 20:19:04,2021-11-09 20:22:49,IP Address,73.214.47.30,100,225,True,2021-11-09 20:22:49,R_1QfofPnKjKfdeOO,,,,,40.9438934326171875,-78.96880340576171875,anonymous,EN,31-40,Male,Bachelor’s degree or equivalent,Below 50k,Employed full-time,Blue collar,Yes,No,No,2 - Slightly familiar,1- Not familiar at all,1- Not familiar at all,Smartphone VR,,,Slightly effective,1 - Not effective at all,Effective,Slightly effective,Moderately effective,Slightly effective,Effective,Slightly effective,Slightly effective,Slightly effective,Slightly effective,Slightly effective,1 - Not frequent at all,1 - Not frequent at all,1 - Not frequent at all,Frequent,Moderately frequent,1 - Not frequent at all,Slightly frequent,Google Search,,Prefer a moderate amount,Prefer slightly,Do not prefer,Prefer a moderate amount,Do not prefer,Prefer a moderate amount,Yes,5de84ccaeddfc97c4eed1f5d
2021-11-09 20:22:24,2021-11-09 20:24:41,IP Address,69.129.105.97,100,137,True,2021-11-09 20:24:41,R_1Dwn4rKdiwYeHo0,,,,,37.13250732421875,-113.50409698486328125,anonymous,EN,41-56,Female,Bachelor’s degree or equivalent,Below 50k,Self-Employed,Blue collar,No,No,No,3 - Somewhat familiar,3 - Somewhat familiar,1- Not familiar at all,,,,1 - Not effective at all,1 - Not effective at all,Slightly effective,Moderately effective,Slightly effective,Slightly effective,Effective,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not frequent at all,1 - Not frequent at all,1 - Not frequent at all,1 - Not frequent at all,Moderately frequent,Moderately frequent,1 - Not frequent at all,YouTube,,Prefer slightly,Prefer a moderate amount,Do not prefer,Prefer a moderate amount,Do not prefer,Prefer a lot,No,
2021-11-09 20:25:33,2021-11-09 20:28:33,IP Address,172.58.46.201,100,180,True,2021-11-09 20:28:33,R_1riYrS5rvcrSsGd,,,,,47.6033935546875,-122.341400146484375,anonymous,EN,25-30,Male,High school graduate or equivalent (GED),$151k - $200k,Employed full-time,Blue collar,No,No,Yes,2 - Slightly familiar,1- Not familiar at all,1- Not familiar at all,"Pokemon Go,Smartphone VR",,,1 - Not effective at all,1 - Not effective at all,Effective,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,Very Effective,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,Extremely effective,1 - Not frequent at all,1 - Not frequent at all,1 - Not frequent at all,Extremely frequent,1 - Not frequent at all,1 - Not frequent at all,1 - Not frequent at all,Google Search,,Prefer a lot,Prefer a moderate amount,Do not prefer,Prefer a lot,Do not prefer,Prefer a moderate amount,Yes,614ff972d53ec8ac6a812855
2021-11-09 20:31:33,2021-11-09 20:34:21,IP Address,166.205.87.100,100,168,True,2021-11-09 20:34:21,R_2qyjRaFugXDZ2km,,,,,37.7046966552734375,-122.1244964599609375,anonymous,EN,25-30,Female,Bachelor’s degree or equivalent,$50k - $100k,Employed full-time,White collar,No,No,Yes,4 - Moderately familiar,4 - Moderately familiar,2 - Slightly familiar,Smartphone VR,Virtual Reality,,Moderately effective,Effective,Extremely effective,Extremely effective,Effective,Effective,Slightly effective,Slightly effective,Slightly effective,Moderately effective,Effective,Effective,1 - Not frequent at all,Slightly frequent,Frequent,7 - Most frequent,Extremely frequent,Slightly frequent,Slightly frequent,"Google Search,YouTube",,Prefer a great deal,Prefer a moderate amount,Do not prefer,Prefer a moderate amount,Do not prefer,Prefer a lot,Yes,6100bf36ebba406b0b017d1a
2021-11-09 20:31:29,2021-11-09 20:34:47,IP Address,107.126.68.44,100,197,True,2021-11-09 20:34:47,R_1PbkPk8G8Fjx1sF,,,,,30.450897216796875,-91.15630340576171875,anonymous,EN,41-56,Male,High school graduate or equivalent (GED),$50k - $100k,Employed full-time,Blue collar,Yes,Yes,No,7 - Extremely familiar,5 - Familiar,5 - Familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles)",,,1 - Not effective at all,Effective,Very Effective,Effective,1 - Not effective at all,Slightly effective,Slightly effective,Moderately effective,Moderately effective,Moderately effective,Moderately effective,Very Effective,Slightly frequent,Frequent,Frequent,Frequent,Moderately frequent,Slightly frequent,Very frequent,,,Prefer slightly,Prefer slightly,Prefer a moderate amount,Prefer a moderate amount,Prefer a moderate amount,Do not prefer,Yes,614f4bfc77ac9d596a3889f4
2021-11-09 20:39:16,2021-11-09 20:42:42,IP Address,99.20.126.168,100,206,True,2021-11-09 20:42:43,R_1JF3JG5W94N53mu,,,,,33.399200439453125,-87.55989837646484375,anonymous,EN,25-30,Male,Bachelor’s degree or equivalent,$101k - 150k,Employed full-time,White collar,Yes,No,No,2 - Slightly familiar,1- Not familiar at all,1- Not familiar at all,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Pokemon Go",,,Extremely effective,Effective,7 - Most Effective,7 - Most Effective,Very Effective,Effective,Effective,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,Effective,Moderately frequent,Very frequent,1 - Not frequent at all,7 - Most frequent,Slightly frequent,1 - Not frequent at all,Slightly frequent,"LinkedIn,Facebook / Instagram,Google Search,YouTube",,Prefer a lot,Prefer a great deal,Do not prefer,Prefer slightly,Do not prefer,Prefer a great deal,No,
2021-11-09 20:39:52,2021-11-09 20:42:54,IP Address,184.170.99.26,100,182,True,2021-11-09 20:42:55,R_1Eb2fRHCjZJLzRY,,,,,37.33709716796875,-79.28150177001953125,anonymous,EN,31-40,Female,Bachelor’s degree or equivalent,$151k - $200k,Employed full-time,Blue collar,Yes,No,No,5 - Familiar,5 - Familiar,5 - Familiar,"Pokemon Go,Smartphone VR","Virtual Reality,Mixed Reality",,7 - Most Effective,Effective,Extremely effective,Effective,Extremely effective,Extremely effective,Slightly effective,Moderately effective,Effective,Very Effective,Effective,Very Effective,Extremely frequent,Extremely frequent,Slightly frequent,Extremely frequent,Frequent,Frequent,Frequent,"LinkedIn,Facebook / Instagram,Google Search,Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a moderate amount,Prefer a lot,Prefer a lot,Prefer slightly,Do not prefer,Prefer slightly,Yes,5dbe363aa7b7bc343dfe70bf
2021-11-09 20:47:31,2021-11-09 20:50:03,IP Address,75.166.151.73,100,152,True,2021-11-09 20:50:03,R_1FP62DVZP35rHaO,,,,,39.6992950439453125,-104.88140106201171875,anonymous,EN,41-56,Female,Bachelor’s degree or equivalent,$50k - $100k,Employed full-time,White collar,Yes,No,No,5 - Familiar,1- Not familiar at all,1- Not familiar at all,,,,1 - Not effective at all,1 - Not effective at all,Effective,Slightly effective,Very Effective,Very Effective,Very Effective,1 - Not effective at all,Slightly effective,1 - Not effective at all,1 - Not effective at all,Extremely effective,1 - Not frequent at all,1 - Not frequent at all,1 - Not frequent at all,Very frequent,Moderately frequent,1 - Not frequent at all,Very frequent,,,Prefer a great deal,Do not prefer,Prefer a lot,Do not prefer,Do not prefer,Do not prefer,No,
2021-11-09 20:48:17,2021-11-09 20:50:42,IP Address,73.92.218.149,100,144,True,2021-11-09 20:50:42,R_2ZWiEhzqnsFrz71,,,,,37.928497314453125,-121.6880950927734375,anonymous,EN,25-30,Female,Bachelor’s degree or equivalent,Below 50k,Employed part-time,Neither,No,No,Yes,6 - Very familiar,3 - Somewhat familiar,1- Not familiar at all,"Pokemon Go,Tethered VR (e.g., Oculus Rift, HTC VIVE Pro),Standalone VR (e.g., Pico Neo, VIVE Focus, Oculus Go)",Virtual Reality,,Moderately effective,Effective,Extremely effective,Very Effective,7 - Most Effective,Very Effective,Extremely effective,Slightly effective,Effective,1 - Not effective at all,1 - Not effective at all,Extremely effective,1 - Not frequent at all,Moderately frequent,1 - Not frequent at all,Very frequent,1 - Not frequent at all,1 - Not frequent at all,Very frequent,"Facebook / Instagram,Google Search,Blog (e.g., Medium),Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a great deal,Prefer a great deal,Do not prefer,Prefer a lot,Do not prefer,Prefer a moderate amount,Yes,61083a0597bf37506462024f
2021-11-09 20:57:53,2021-11-09 21:00:37,IP Address,70.125.143.109,100,164,True,2021-11-09 21:00:38,R_psjXsEE9iADdtTz,,,,,29.5531005859375,-98.35980224609375,anonymous,EN,25-30,Female,Graduate degree or higher,$101k - 150k,Employed full-time,White collar,No,No,No,5 - Familiar,3 - Somewhat familiar,3 - Somewhat familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Pokemon Go",,,Moderately effective,Effective,Very Effective,Effective,Slightly effective,Moderately effective,Moderately effective,Slightly effective,Slightly effective,Moderately effective,Moderately effective,Effective,Slightly frequent,Moderately frequent,Slightly frequent,Very frequent,Moderately frequent,Slightly frequent,Slightly frequent,Google Search,,Prefer a moderate amount,Prefer slightly,Prefer slightly,Prefer slightly,Prefer a moderate amount,Prefer slightly,Yes,60ff46310ae1809cbbd2240a
2021-11-09 21:06:25,2021-11-09 21:09:40,IP Address,104.2.203.60,100,194,True,2021-11-09 21:09:40,R_WAnUDlvhqamvAUF,,,,,41.4615020751953125,-88.27860260009765625,anonymous,EN,31-40,Male,High school graduate or equivalent (GED),Below 50k,Employed full-time,Blue collar,Yes,No,No,5 - Familiar,4 - Moderately familiar,2 - Slightly familiar,"Pokemon Go,Tethered VR (e.g., Oculus Rift, HTC VIVE Pro)",,,1 - Not effective at all,1 - Not effective at all,Extremely effective,Extremely effective,Very Effective,1 - Not effective at all,7 - Most Effective,Slightly effective,1 - Not effective at all,Slightly effective,Slightly effective,Moderately effective,1 - Not frequent at all,Slightly frequent,1 - Not frequent at all,7 - Most frequent,Extremely frequent,1 - Not frequent at all,1 - Not frequent at all,Google Search,,Prefer slightly,Prefer a moderate amount,Prefer slightly,Prefer a lot,Prefer slightly,Prefer a great deal,Yes,5f920aa80a785011ef6906e3
2021-11-09 21:11:24,2021-11-09 21:13:48,IP Address,104.173.79.150,100,144,True,2021-11-09 21:13:49,R_2qaZDd5tFM6pm9U,,,,,34.6038055419921875,-118.22949981689453125,anonymous,EN,31-40,Male,Associate degree or equivalent,$50k - $100k,Employed full-time,Blue collar,No,No,No,2 - Slightly familiar,1- Not familiar at all,1- Not familiar at all,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles)",,,1 - Not effective at all,Slightly effective,Moderately effective,Moderately effective,Slightly effective,Moderately effective,Moderately effective,1 - Not effective at all,1 - Not effective at all,Slightly effective,Slightly effective,Moderately effective,1 - Not frequent at all,Slightly frequent,Slightly frequent,Moderately frequent,Slightly frequent,Moderately frequent,Slightly frequent,"Google Search,Blog (e.g., Medium)",,Prefer slightly,Prefer slightly,Do not prefer,Do not prefer,Do not prefer,Prefer slightly,Yes,5b2f2c586d601d0001d5cd73
2021-11-09 21:10:42,2021-11-09 21:15:04,IP Address,75.132.198.235,100,261,True,2021-11-09 21:15:04,R_3nGzc3FQftXl8F9,,,,,38.68310546875,-89.98419952392578125,anonymous,EN,31-40,Male,High school graduate or equivalent (GED),$50k - $100k,Self-Employed,Blue collar,No,No,Yes,6 - Very familiar,2 - Slightly familiar,2 - Slightly familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Smartphone VR",Virtual Reality,,Slightly effective,Very Effective,Extremely effective,Extremely effective,Effective,Effective,Slightly effective,Moderately effective,1 - Not effective at all,Slightly effective,Moderately effective,Moderately effective,1 - Not frequent at all,Very frequent,1 - Not frequent at all,7 - Most frequent,Extremely frequent,1 - Not frequent at all,1 - Not frequent at all,"Facebook / Instagram,Google Search,YouTube",,Prefer a lot,Prefer a lot,Do not prefer,Prefer a moderate amount,Prefer a moderate amount,Prefer a moderate amount,Yes,5b97386d8e5b7b00010e1a8e
2021-11-09 21:12:37,2021-11-09 21:15:31,IP Address,173.61.181.217,100,174,True,2021-11-09 21:15:32,R_1i4cJEgqC5x3W1E,,,,,40.2415008544921875,-74.70130157470703125,anonymous,EN,41-56,Female,Bachelor’s degree or equivalent,$151k - $200k,Employed full-time,White collar,Yes,No,No,3 - Somewhat familiar,3 - Somewhat familiar,1- Not familiar at all,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Pokemon Go,Smartphone VR",Augmented Reality,,Moderately effective,Slightly effective,Effective,Moderately effective,Effective,Effective,Slightly effective,1 - Not effective at all,Effective,Slightly effective,Moderately effective,Effective,1 - Not frequent at all,1 - Not frequent at all,1 - Not frequent at all,7 - Most frequent,Slightly frequent,Slightly frequent,Slightly frequent,"Google Search,YouTube,Blog (e.g., Medium),Press / Online Newspaper (e.g. TechCrunch, Forbes),Others",Trade publications,Prefer a moderate amount,Prefer a lot,Prefer a moderate amount,Prefer a lot,Prefer a lot,Do not prefer,Yes,5dddd2a111d494d5526af144
2021-11-09 21:26:12,2021-11-09 21:29:49,IP Address,68.57.136.85,100,217,True,2021-11-09 21:29:50,R_2YPx20az9Vnf5YZ,,,,,30.8318939208984375,-88.09439849853515625,anonymous,EN,25-30,Female,Bachelor’s degree or equivalent,$101k - 150k,Employed full-time,White collar,No,No,No,4 - Moderately familiar,2 - Slightly familiar,1- Not familiar at all,"Pokemon Go,Standalone VR (e.g., Pico Neo, VIVE Focus, Oculus Go)",,,Effective,1 - Not effective at all,Moderately effective,Slightly effective,Slightly effective,Effective,Very Effective,Moderately effective,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,Slightly effective,1 - Not frequent at all,1 - Not frequent at all,1 - Not frequent at all,1 - Not frequent at all,1 - Not frequent at all,1 - Not frequent at all,1 - Not frequent at all,Google Search,,Prefer slightly,Do not prefer,Do not prefer,Prefer slightly,Do not prefer,Do not prefer,No,
2021-11-09 21:27:06,2021-11-09 21:31:16,IP Address,172.58.184.210,100,250,True,2021-11-09 21:31:17,R_2Scy18UIzOarbtE,,,,,40.5023956298828125,-79.94899749755859375,anonymous,EN,41-56,Male,High school graduate or equivalent (GED),Below 50k,Employed full-time,Neither,No,No,No,2 - Slightly familiar,1- Not familiar at all,1- Not familiar at all,,,,1 - Not effective at all,1 - Not effective at all,Effective,Slightly effective,Effective,Slightly effective,Very Effective,Slightly effective,Slightly effective,Slightly effective,Slightly effective,Effective,1 - Not frequent at all,1 - Not frequent at all,1 - Not frequent at all,Frequent,1 - Not frequent at all,1 - Not frequent at all,Slightly frequent,Google Search,,Prefer slightly,Prefer slightly,Do not prefer,Do not prefer,Do not prefer,Prefer a great deal,Yes,61509b08e90ae2ef4ecad5ac
2021-11-09 21:32:59,2021-11-09 21:36:02,IP Address,104.60.228.94,100,183,True,2021-11-09 21:36:03,R_1mEtUtfu2lwMK9q,,,,,30.010894775390625,-90.19660186767578125,anonymous,EN,31-40,Male,Bachelor’s degree or equivalent,$101k - 150k,Employed full-time,White collar,Yes,No,No,2 - Slightly familiar,2 - Slightly familiar,2 - Slightly familiar,Pokemon Go,,,1 - Not effective at all,1 - Not effective at all,Slightly effective,Slightly effective,Effective,Slightly effective,Slightly effective,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,Slightly effective,Slightly frequent,1 - Not frequent at all,1 - Not frequent at all,Slightly frequent,Slightly frequent,1 - Not frequent at all,1 - Not frequent at all,"Google Search,YouTube",,Prefer slightly,Prefer slightly,Prefer slightly,Prefer a lot,Prefer a lot,Prefer a moderate amount,Yes,58c9f7268158840001b5cf81
2021-11-09 21:42:20,2021-11-09 21:43:44,IP Address,74.215.186.89,100,83,True,2021-11-09 21:43:45,R_3ixTR3FhmeLst2o,,,,,39.1526031494140625,-84.38690185546875,anonymous,EN,24 and Under,Male,Bachelor’s degree or equivalent,More than $250K,Employed full-time,White collar,Yes,No,No,5 - Familiar,5 - Familiar,2 - Slightly familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Pokemon Go",,,7 - Most Effective,Very Effective,Extremely effective,Effective,Extremely effective,Extremely effective,Extremely effective,Moderately effective,Slightly effective,Slightly effective,Slightly effective,Very Effective,7 - Most frequent,Frequent,Moderately frequent,7 - Most frequent,Frequent,Extremely frequent,Extremely frequent,"LinkedIn,Facebook / Instagram,Google Search,YouTube,Blog (e.g., Medium),Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a great deal,Prefer a great deal,Prefer a lot,Prefer a great deal,Prefer a lot,Prefer a moderate amount,Yes,6171a40fa78f30bce9262352
2021-11-09 21:44:44,2021-11-09 21:48:32,IP Address,207.140.15.235,100,228,True,2021-11-09 21:48:32,R_24Aijd7rkhesJIw,,,,,38.639801025390625,-84.78029632568359375,anonymous,EN,25-30,Female,High school graduate or equivalent (GED),$50k - $100k,Employed full-time,White collar,No,No,No,6 - Very familiar,6 - Very familiar,4 - Moderately familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Pokemon Go,Standalone VR (e.g., Pico Neo, VIVE Focus, Oculus Go),Smartphone VR",,,Slightly effective,Effective,Very Effective,Very Effective,Effective,Moderately effective,Effective,Effective,Effective,Slightly effective,Moderately effective,Effective,1 - Not frequent at all,Slightly frequent,1 - Not frequent at all,Extremely frequent,Moderately frequent,Slightly frequent,1 - Not frequent at all,Google Search,,Prefer a lot,Prefer a great deal,Do not prefer,Prefer a moderate amount,Prefer a moderate amount,Prefer slightly,Yes,615b87637d9ee8f557b73196
2021-11-09 21:49:00,2021-11-09 21:51:01,IP Address,73.77.233.230,100,121,True,2021-11-09 21:51:01,R_sbfF3DmwcpKIgwh,,,,,29.9761962890625,-95.64009857177734375,anonymous,EN,25-30,Female,Associate degree or equivalent,$50k - $100k,Employed full-time,Neither,No,No,No,5 - Familiar,5 - Familiar,5 - Familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Pokemon Go,Tethered VR (e.g., Oculus Rift, HTC VIVE Pro),Smartphone VR","Virtual Reality,Augmented Reality",,Moderately effective,Moderately effective,7 - Most Effective,7 - Most Effective,Very Effective,Very Effective,7 - Most Effective,1 - Not effective at all,1 - Not effective at all,1 - Not effective at all,Slightly effective,Slightly effective,Slightly frequent,Moderately frequent,Moderately frequent,7 - Most frequent,7 - Most frequent,Frequent,Frequent,"LinkedIn,Google Search,Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a moderate amount,Prefer a lot,Prefer a moderate amount,Prefer a moderate amount,Prefer a moderate amount,Prefer a lot,Yes,610c86d4d154bc403473bbd7
2021-11-09 21:48:42,2021-11-09 21:51:59,IP Address,172.58.206.177,100,196,True,2021-11-09 21:51:59,R_pnRLxbXztYsQJXj,,,,,40.014892578125,-75.14389801025390625,anonymous,EN,31-40,Male,High school graduate or equivalent (GED),$50k - $100k,Employed full-time,White collar,No,No,No,5 - Familiar,5 - Familiar,4 - Moderately familiar,"AR / VR Glasses (e.g., HoloLens, Google Glass, Snap Spectacles),Pokemon Go,Smartphone VR",Virtual Reality,,Extremely effective,Extremely effective,Extremely effective,Slightly effective,Slightly effective,Effective,Extremely effective,Slightly effective,Slightly effective,Slightly effective,Slightly effective,7 - Most Effective,1 - Not frequent at all,7 - Most frequent,1 - Not frequent at all,7 - Most frequent,1 - Not frequent at all,Extremely frequent,Extremely frequent,"LinkedIn,Facebook / Instagram,Press / Online Newspaper (e.g. TechCrunch, Forbes)",,Prefer a great deal,Prefer a lot,Prefer a lot,Prefer a lot,Prefer a lot,Prefer slightly,Yes,61510c168962d255220cbf74
